# time, goalRoll, Torque, speed, roll, steer, rollrate, steerrate, intE, fsmstate, kickangle, Tdelayed
0.005,0,0.015039513970363358,108.71477026524433,-3.871068285548857e-06,1.906434615390377e-05,-0.0007732427835454332,0.0003686426767795713,1.9355341427744286e-08,driving,1.0999998498746328,0.0
0.01,0,20.542085486652454,1.9463048065439559,-0.23278334173199508,0.002376532795011146,-0.005371340953117731,0.5477237296346111,0.001163936064001403,driving,1.1050001417880142,0.0
0.015,0,28.594813780058036,2.3406507538556434,-0.23456849610088318,0.003170406669309241,-0.3687428683247617,0.5895380332910002,0.002336778544505819,driving,1.1097497686603555,0.0
0.02,0,26.8261037782091,2.538929405791526,-0.23594080348097873,0.004360437322952804,-0.2880466990737296,0.5918846932053061,0.003516482561910713,driving,1.1142621314201135,0.0
0.025,0,24.470753549346533,2.6511506701514707,-0.23680528447455454,0.0061120584477139745,-0.18609351298899532,0.6022080648163202,0.004700508984283485,driving,1.1185489107772209,0.0
0.030000000000000002,0,22.282267457101376,2.746291868853885,-0.23723145218009814,0.008449138556881551,-0.09707425571228027,0.6245097182657853,0.005886666245183976,driving,1.1226213875249482,0.0
0.035,0,20.69821544568203,2.8442007453051312,-0.23738192427232477,0.011295328568802918,-0.03969872910050222,0.6588792830431697,0.0070735758665455995,driving,1.1264902740816367,0.0
0.04,0,19.609751406151005,2.9348444169164813,-0.23738221595272196,0.014556974401369684,-0.007322580183957671,0.6985993322047499,0.008260486946309209,driving,1.1301657354353585,0.0
0.045,0,18.87093326737037,2.984301110694,-0.2373131452334456,0.018128189095484037,0.008427067638299448,0.7351174989031386,0.009447052672476437,driving,1.1336574313103671,0.0
0.049999999999999996,0,18.308184929882806,2.9983606033957755,-0.23721237243846285,0.021928242851080585,0.016064633831291066,0.7662782980003502,0.010633114534668751,driving,1.136974538355412,0.0
0.05499999999999999,0,17.913483444135945,3.0045245774217273,-0.2371189949487359,0.02590783607233033,0.0157277626492671,0.7964722047271993,0.01181870950941243,driving,1.1401257900955424,0.0
0.05999999999999999,0,18.13568641068391,3.027227884121302,-0.23715341075217428,0.029835287261645,-0.00961052409294039,0.8106543236346114,0.013004476563173302,driving,1.1431194431220832,0.0
0.06499999999999999,0,18.418876838216264,3.0306503594640724,-0.23732217242307677,0.03367392725892865,-0.03577556799905986,0.8169753024999569,0.014191087425288686,driving,1.1459634371759564,0.0
0.06999999999999999,0,18.136129903832526,3.030548559393297,-0.23749025115135772,0.037504074449276635,-0.03545699527231081,0.8157121393106176,0.015378538681045474,driving,1.1486652332485912,0.0
0.075,0,17.84010900871563,3.031132171458426,-0.23765448866272817,0.04133063256016932,-0.034559742000824525,0.8145763618177229,0.016566811124359114,driving,1.1512319407672627,0.0
0.08,0,17.545459050850354,3.0325181732071265,-0.23781532572777536,0.045154179346054014,-0.03376196547530078,0.8137084431691195,0.017755887752997992,driving,1.1536703144112164,0.015039513970363358
0.085,0,17.249814762315165,3.0346965414643297,-0.23797305080801173,0.04897796233072692,-0.03302598112299236,0.813567110091995,0.01894575300703805,driving,1.1559867709697293,20.542085486652454
0.09000000000000001,0,16.73667161620515,3.0376731400701105,-0.23812636957219244,0.0531391907979404,-0.03207731715096183,0.8791053988551767,0.020136384854899013,driving,1.158187406297217,28.594813780058036
0.09500000000000001,0,16.198278124085256,3.041444187486384,-0.23827530319099796,0.05763636343387542,-0.03112738008521847,0.9443193268674086,0.021327761370854,driving,1.1602780113546332,26.8261037782091
0.10000000000000002,0,15.633329346695078,3.046005559915025,-0.23841975639074225,0.062469221294363365,-0.030151700494459328,1.0094811637999377,0.022519860152807714,driving,1.1622640875674262,24.470753549346533
0.10500000000000002,0,15.041850075997955,3.051352677150903,-0.23855963144839432,0.06763748111421818,-0.029149878186638802,1.0745837734196306,0.023712658310049685,driving,1.1641508612917788,22.282267457101376
0.11000000000000003,0,14.423914048995215,3.0574803239912467,-0.23869483030483293,0.07314078382069358,-0.0281220319680786,1.139608831439157,0.02490613246157385,driving,1.1659432975701565,20.69821544568203
0.11500000000000003,0,16.30104863691014,3.0795713722387617,-0.2394047187269238,0.07865343432440543,-0.14236812572239335,1.2470849486319007,0.02610315605520847,driving,1.1676460781367966,19.609751406151005
0.12000000000000004,0,16.333508887666696,3.1015981202135285,-0.24026232141617188,0.08446788854628541,-0.17197752784712492,1.3388516916893947,0.027304467662289326,driving,1.1692637096713554,18.87093326737037
0.12500000000000003,0,16.159582253281833,3.1239514396210617,-0.24122268429326343,0.09061620547776361,-0.19248123349684015,1.4263602954264214,0.028510581083755645,driving,1.1708004706329331,18.308184929882806
0.13000000000000003,0,12.481766057282597,3.0541941525002287,-0.24156299536705522,0.09702823606671791,-0.06688776469296367,1.5819458053412423,0.029718396060590922,driving,1.1722602989550823,17.913483444135945
0.13500000000000004,0,9.807118577963145,3.063678606826852,-0.24152691786105196,0.10397658852898714,0.008996660527844006,1.7493405528774972,0.030926030649896182,driving,1.1736471903164236,18.13568641068391
0.14000000000000004,0,8.109832116374246,3.0860950291509464,-0.24128853695726452,0.11131660854147848,0.04988627804244868,1.8301778130875435,0.032132473334682506,driving,1.1749647838071826,18.418876838216264
0.14500000000000005,0,7.035063554744093,3.0957658789352425,-0.24095635170607232,0.11879197673267938,0.06919771547965747,1.8541674071958703,0.033337255093212864,driving,1.1762165217359013,18.136129903832526
0.15000000000000005,0,6.161164506778986,3.095995135905326,-0.24058301174233018,0.12643509582227552,0.07795662996219754,1.8840587987790034,0.03454017015192452,driving,1.1774056847346737,17.84010900871563
